0.0 , 1.3012502108185835
0.004 , 1.3149073761630306
0.008 , 1.3177191336111336
0.012 , 1.3199029503837798
0.016 , 1.30929407778868
0.02 , 1.3098567571552455
0.024 , 1.325053616225791
0.028 , 1.2981645945774853
0.032 , 1.3031779312825482
0.036 , 1.307192190174465
0.04 , 1.3165349917083597
0.044 , 1.3255903815430035
0.048 , 1.316503351982623
0.052 , 1.3349075788038893
0.056 , 1.32817666389221
0.06 , 1.3440897596191534
0.064 , 1.348395299735655
0.068 , 1.3299304037491317
0.072 , 1.3294020694271211
0.076 , 1.3241027537655106
0.08 , 1.3150461420279524
0.084 , 1.332141843879572
0.088 , 1.3213753411536393
0.092 , 1.3315617870411316
0.096 , 1.3177404203103311
0.1 , 1.321414070253021
0.104 , 1.3282382671154749
0.108 , 1.342661216935964
0.112 , 1.3480980889815883
0.116 , 1.339761113804594
0.12 , 1.3396231872370685
0.124 , 1.3225152086651237
0.128 , 1.3277474074694073
0.132 , 1.3268831168391229
0.136 , 1.3050383567669417
0.14 , 1.3224466541515552
0.144 , 1.310294877546555
0.148 , 1.3174499600523888
0.152 , 1.3283391982303991
0.156 , 1.3283861271450421
0.16 , 1.3333426759913387
0.164 , 1.3285438928248061
0.168 , 1.3282128546318843
0.172 , 1.3302942836190768
0.176 , 1.306953600852278
0.18 , 1.3160786479737518
0.184 , 1.3148859751462498
0.188 , 1.2919551047100173
0.192 , 1.313689236035767
0.196 , 1.3122798528171669
0.2 , 1.313128878153066
0.204 , 1.322822950554858
0.208 , 1.325985601664468
0.212 , 1.3269486638423273
0.216 , 1.3101471064103012
0.22 , 1.3100465101752647
0.224 , 1.320320851523807
0.228 , 1.2989550202518518
0.232 , 1.3069757390054488
0.236 , 1.2955852606573355
0.24 , 1.3093995709252093
0.244 , 1.29986025764145
0.248 , 1.3009171831495618
0.252 , 1.3258914751014816
0.256 , 1.3092814401079127
0.26 , 1.3144977157887545
0.264 , 1.320885908382993
0.268 , 1.323041247678655
0.272 , 1.3188325160510845
0.276 , 1.3128935482474278
0.28 , 1.3004118505785078
0.284 , 1.3063224227616164
0.288 , 1.2906051394071414
0.292 , 1.3061396205549443
0.296 , 1.3100665460983811
0.3 , 1.3059756854744888
0.304 , 1.3112692991247943
0.308 , 1.3110652262732527
0.312 , 1.3156357202434217
0.316 , 1.3023404392263587
0.32 , 1.3061654614188674
0.324 , 1.3207937468503876
0.328 , 1.2904063445230365
0.332 , 1.298514495762459
0.336 , 1.2869175556359793
0.34 , 1.2873381311065222
0.344 , 1.2970883385702225
0.348 , 1.2935188140123213
0.352 , 1.3142663440035673
0.356 , 1.3115356603689396
0.36 , 1.3174852502100698
0.364 , 1.3215475518557738
0.368 , 1.3139930429848234
0.372 , 1.3168116867749602
0.376 , 1.2994227132552132
0.38 , 1.2981417590752435
0.384 , 1.2862053960408713
0.388 , 1.28582104907448
0.392 , 1.2875236855554255
0.396 , 1.284000218417664
0.4 , 1.3028241236905505
0.404 , 1.303745247045824
0.408 , 1.3125643086561063
0.412 , 1.3025018073495234
0.416 , 1.2998477253137577
0.42 , 1.3092031791943088
0.424 , 1.2965757741422284
0.428 , 1.2853512894513097
0.432 , 1.2951105460300134
0.436 , 1.2778734275836323
0.44 , 1.2981371906143457
0.444 , 1.3048758282383852
0.448 , 1.295657496400394
0.452 , 1.307534797570997
0.456 , 1.290648680352578
0.46 , 1.3094868030419446
0.464 , 1.3118054644842478
0.468 , 1.3001021231043663
0.472 , 1.292401114991297
0.476 , 1.2834587585027442
0.48 , 1.2813430988674726
0.484 , 1.2842596891440508
0.488 , 1.2758384201376933
0.492 , 1.2957704685711267
0.496 , 1.2777694049557533
0.5 , 1.2979418693471043
0.504 , 1.2907286527805077
0.508 , 1.3027963670885905
0.512 , 1.3026375462434978
0.516 , 1.2878094374050593
0.52 , 1.2914128102105287
0.524 , 1.3017204339044648
0.528 , 1.2852862111343046
0.532 , 1.287411240025192
0.536 , 1.2661032560394228
0.54 , 1.2760607880026587
0.544 , 1.289546223774808
0.548 , 1.26811835556129
0.552 , 1.2937383064692634
0.556 , 1.2899290842297781
0.56 , 1.290860758263059
0.564 , 1.28985593679947
0.568 , 1.285493698161364
0.572 , 1.2804110102155588
0.576 , 1.2844373380682306
0.58 , 1.2750087876626983
0.584 , 1.2803965992017217
0.588 , 1.2594960485333724
0.592 , 1.2689431985005575
0.596 , 1.2652960904191959
0.6 , 1.2834458775274564
0.604 , 1.289792752598352
0.608 , 1.2825700560622333
0.612 , 1.2947847089130635
0.616 , 1.3001392601711907
0.62 , 1.300021259635945
0.624 , 1.2891924932754086
0.628 , 1.2757255580437303
0.632 , 1.281255842072062
0.636 , 1.2842655114783723
0.64 , 1.277270850470621
0.644 , 1.2936240879162932
0.648 , 1.2940781293201018
0.652 , 1.2964092141197467
0.656 , 1.2986768052019058
0.66 , 1.3132688708633842
0.664 , 1.3141553379057127
0.668 , 1.3104654282899528
0.672 , 1.3077731559784518
0.676 , 1.3049408206863753
0.68 , 1.3019969588906533
0.684 , 1.3066229165080077
0.688 , 1.312859142282805
0.692 , 1.3217090724238894
0.696 , 1.3204636347586896
0.7 , 1.327719780047847
0.704 , 1.3395952520032275
0.708 , 1.335601156623103
0.712 , 1.3358366440749647
0.716 , 1.3400942293144622
0.72 , 1.3464674279098072
0.724 , 1.3386761945389813
0.728 , 1.3331367607859843
